"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000000","192.168.1.10","192.168.1.20","TCP","74","40016  >  44818 [SYN] Seq=0 Win=42340 Len=0 MSS=1460 SACK_PERM=1 TSval=1449942065 TSecr=0 WS=512"
"2","0.000022427","192.168.1.20","192.168.1.10","TCP","74","44818  >  40016 [SYN, ACK] Seq=0 Ack=1 Win=43440 Len=0 MSS=1460 SACK_PERM=1 TSval=524309553 TSecr=1449942065 WS=512"
"3","0.000032410","192.168.1.10","192.168.1.20","TCP","66","40016  >  44818 [ACK] Seq=1 Ack=1 Win=42496 Len=0 TSval=1449942065 TSecr=524309553"
"4","0.025944454","192.168.1.10","192.168.1.20","ENIP","94","Register Session (Req), Session: 0x00000000"
"5","0.025962112","192.168.1.20","192.168.1.10","TCP","66","44818  >  40016 [ACK] Seq=1 Ack=29 Win=43520 Len=0 TSval=524309579 TSecr=1449942091"
"6","0.030365672","192.168.1.20","192.168.1.10","ENIP","94","Register Session (Rsp), Session: 0xC6C8286C"
"7","0.030391030","192.168.1.10","192.168.1.20","TCP","66","40016  >  44818 [ACK] Seq=29 Ack=29 Win=42496 Len=0 TSval=1449942095 TSecr=524309583"
"8","0.031559967","192.168.1.10","192.168.1.20","CIP CM","134","Unconnected Send: 'FIT201:2' - Service (0x4c)"
"9","0.043918124","192.168.1.20","192.168.1.10","CIP","116","Success: 'FIT201:2' - Service (0x4c)"
"10","0.047364511","192.168.1.10","192.168.1.20","TCP","66","40016  >  44818 [FIN, ACK] Seq=97 Ack=79 Win=42496 Len=0 TSval=1449942112 TSecr=524309597"
"11","0.047801613","192.168.1.20","192.168.1.10","TCP","66","44818  >  40016 [FIN, ACK] Seq=79 Ack=98 Win=43520 Len=0 TSval=524309601 TSecr=1449942112"
"12","0.047821591","192.168.1.10","192.168.1.20","TCP","66","40016  >  44818 [ACK] Seq=98 Ack=80 Win=42496 Len=0 TSval=1449942113 TSecr=524309601"
"13","0.277381471","192.168.1.10","192.168.1.30","TCP","74","34680  >  44818 [SYN] Seq=0 Win=42340 Len=0 MSS=1460 SACK_PERM=1 TSval=3348803009 TSecr=0 WS=512"
"14","0.277404216","192.168.1.30","192.168.1.10","TCP","74","44818  >  34680 [SYN, ACK] Seq=0 Ack=1 Win=43440 Len=0 MSS=1460 SACK_PERM=1 TSval=61701460 TSecr=3348803009 WS=512"
"15","0.277414330","192.168.1.10","192.168.1.30","TCP","66","34680  >  44818 [ACK] Seq=1 Ack=1 Win=42496 Len=0 TSval=3348803009 TSecr=61701460"
"16","0.305476864","192.168.1.10","192.168.1.30","ENIP","94","Register Session (Req), Session: 0x00000000"
"17","0.305493659","192.168.1.30","192.168.1.10","TCP","66","44818  >  34680 [ACK] Seq=1 Ack=29 Win=43520 Len=0 TSval=61701488 TSecr=3348803037"
"18","0.308609954","192.168.1.30","192.168.1.10","ENIP","94","Register Session (Rsp), Session: 0xC5513D55"
"19","0.308633159","192.168.1.10","192.168.1.30","TCP","66","34680  >  44818 [ACK] Seq=29 Ack=29 Win=42496 Len=0 TSval=3348803040 TSecr=61701491"
"20","0.309872358","192.168.1.10","192.168.1.30","CIP CM","134","Unconnected Send: 'LIT301:3' - Service (0x4c)"
"21","0.323228834","192.168.1.30","192.168.1.10","CIP","116","Success: 'LIT301:3' - Service (0x4c)"
"22","0.327829738","192.168.1.10","192.168.1.30","TCP","66","34680  >  44818 [FIN, ACK] Seq=97 Ack=79 Win=42496 Len=0 TSval=3348803060 TSecr=61701506"
"23","0.328350528","192.168.1.30","192.168.1.10","TCP","66","44818  >  34680 [FIN, ACK] Seq=79 Ack=98 Win=43520 Len=0 TSval=61701511 TSecr=3348803060"
"24","0.328372325","192.168.1.10","192.168.1.30","TCP","66","34680  >  44818 [ACK] Seq=98 Ack=80 Win=42496 Len=0 TSval=3348803060 TSecr=61701511"
"25","1.152829072","192.168.1.10","192.168.1.20","TCP","74","40024  >  44818 [SYN] Seq=0 Win=42340 Len=0 MSS=1460 SACK_PERM=1 TSval=1449943218 TSecr=0 WS=512"
"26","1.152852012","192.168.1.20","192.168.1.10","TCP","74","44818  >  40024 [SYN, ACK] Seq=0 Ack=1 Win=43440 Len=0 MSS=1460 SACK_PERM=1 TSval=524310706 TSecr=1449943218 WS=512"
"27","1.152862822","192.168.1.10","192.168.1.20","TCP","66","40024  >  44818 [ACK] Seq=1 Ack=1 Win=42496 Len=0 TSval=1449943218 TSecr=524310706"
"28","1.180228267","192.168.1.10","192.168.1.20","ENIP","94","Register Session (Req), Session: 0x00000000"
"29","1.180246819","192.168.1.20","192.168.1.10","TCP","66","44818  >  40024 [ACK] Seq=1 Ack=29 Win=43520 Len=0 TSval=524310733 TSecr=1449943245"
"30","1.183400423","192.168.1.20","192.168.1.10","ENIP","94","Register Session (Rsp), Session: 0xD5D91356"
"31","1.183422840","192.168.1.10","192.168.1.20","TCP","66","40024  >  44818 [ACK] Seq=29 Ack=29 Win=42496 Len=0 TSval=1449943248 TSecr=524310736"
"32","1.184706205","192.168.1.10","192.168.1.20","CIP CM","134","Unconnected Send: 'FIT201:2' - Service (0x4c)"
"33","1.197862622","192.168.1.20","192.168.1.10","CIP","116","Success: 'FIT201:2' - Service (0x4c)"
"34","1.202108305","192.168.1.10","192.168.1.20","TCP","66","40024  >  44818 [FIN, ACK] Seq=97 Ack=79 Win=42496 Len=0 TSval=1449943267 TSecr=524310751"
"35","1.202556593","192.168.1.20","192.168.1.10","TCP","66","44818  >  40024 [FIN, ACK] Seq=79 Ack=98 Win=43520 Len=0 TSval=524310755 TSecr=1449943267"
"36","1.202576893","192.168.1.10","192.168.1.20","TCP","66","40024  >  44818 [ACK] Seq=98 Ack=80 Win=42496 Len=0 TSval=1449943267 TSecr=524310755"
"37","1.347462758","fe80::a8aa:aaff:feaa:aaaa","ff02::2","ICMPv6","70","Router Solicitation from aa:aa:aa:aa:aa:aa"
"38","1.347557547","fe80::21d:9cff:fec8:bc46","ff02::2","ICMPv6","70","Router Solicitation from 00:1d:9c:c8:bc:46"
"39","1.419858532","192.168.1.10","192.168.1.30","TCP","74","34690  >  44818 [SYN] Seq=0 Win=42340 Len=0 MSS=1460 SACK_PERM=1 TSval=3348804152 TSecr=0 WS=512"
"40","1.419881432","192.168.1.30","192.168.1.10","TCP","74","44818  >  34690 [SYN, ACK] Seq=0 Ack=1 Win=43440 Len=0 MSS=1460 SACK_PERM=1 TSval=61702603 TSecr=3348804152 WS=512"
"41","1.419892424","192.168.1.10","192.168.1.30","TCP","66","34690  >  44818 [ACK] Seq=1 Ack=1 Win=42496 Len=0 TSval=3348804152 TSecr=61702603"
"42","1.448678982","192.168.1.10","192.168.1.30","ENIP","94","Register Session (Req), Session: 0x00000000"
"43","1.448698744","192.168.1.30","192.168.1.10","TCP","66","44818  >  34690 [ACK] Seq=1 Ack=29 Win=43520 Len=0 TSval=61702631 TSecr=3348804180"
"44","1.451906721","192.168.1.30","192.168.1.10","ENIP","94","Register Session (Rsp), Session: 0x78C5F304"
"45","1.451930564","192.168.1.10","192.168.1.30","TCP","66","34690  >  44818 [ACK] Seq=29 Ack=29 Win=42496 Len=0 TSval=3348804184 TSecr=61702635"
"46","1.453186604","192.168.1.10","192.168.1.30","CIP CM","134","Unconnected Send: 'LIT301:3' - Service (0x4c)"
"47","1.465400861","192.168.1.30","192.168.1.10","CIP","116","Success: 'LIT301:3' - Service (0x4c)"
"48","1.469143294","192.168.1.10","192.168.1.30","TCP","66","34690  >  44818 [FIN, ACK] Seq=97 Ack=79 Win=42496 Len=0 TSval=3348804201 TSecr=61702648"
"49","1.469675742","192.168.1.30","192.168.1.10","TCP","66","44818  >  34690 [FIN, ACK] Seq=79 Ack=98 Win=43520 Len=0 TSval=61702652 TSecr=3348804201"
"50","1.469699665","192.168.1.10","192.168.1.30","TCP","66","34690  >  44818 [ACK] Seq=98 Ack=80 Win=42496 Len=0 TSval=3348804201 TSecr=61702652"
"51","1.859264688","fe80::21d:9cff:fec8:bdf2","ff02::2","ICMPv6","70","Router Solicitation from 00:1d:9c:c8:bd:f2"
"52","2.258300220","192.168.1.10","192.168.1.20","TCP","74","40036  >  44818 [SYN] Seq=0 Win=42340 Len=0 MSS=1460 SACK_PERM=1 TSval=1449944323 TSecr=0 WS=512"
"53","2.258322096","192.168.1.20","192.168.1.10","TCP","74","44818  >  40036 [SYN, ACK] Seq=0 Ack=1 Win=43440 Len=0 MSS=1460 SACK_PERM=1 TSval=524311811 TSecr=1449944323 WS=512"
"54","2.258332652","192.168.1.10","192.168.1.20","TCP","66","40036  >  44818 [ACK] Seq=1 Ack=1 Win=42496 Len=0 TSval=1449944323 TSecr=524311811"
"55","2.285785130","192.168.1.10","192.168.1.20","ENIP","94","Register Session (Req), Session: 0x00000000"
"56","2.285805066","192.168.1.20","192.168.1.10","TCP","66","44818  >  40036 [ACK] Seq=1 Ack=29 Win=43520 Len=0 TSval=524311839 TSecr=1449944351"
"57","2.288916265","192.168.1.20","192.168.1.10","ENIP","94","Register Session (Rsp), Session: 0x476D192B"
"58","2.288939480","192.168.1.10","192.168.1.20","TCP","66","40036  >  44818 [ACK] Seq=29 Ack=29 Win=42496 Len=0 TSval=1449944354 TSecr=524311842"
"59","2.290120247","192.168.1.10","192.168.1.20","CIP CM","134","Unconnected Send: 'FIT201:2' - Service (0x4c)"
"60","2.302258421","192.168.1.20","192.168.1.10","CIP","116","Success: 'FIT201:2' - Service (0x4c)"
"61","2.305569154","192.168.1.10","192.168.1.20","TCP","66","40036  >  44818 [FIN, ACK] Seq=97 Ack=79 Win=42496 Len=0 TSval=1449944370 TSecr=524311855"
"62","2.306112122","192.168.1.20","192.168.1.10","TCP","66","44818  >  40036 [FIN, ACK] Seq=79 Ack=98 Win=43520 Len=0 TSval=524311859 TSecr=1449944370"
"63","2.306134847","192.168.1.10","192.168.1.20","TCP","66","40036  >  44818 [ACK] Seq=98 Ack=80 Win=42496 Len=0 TSval=1449944371 TSecr=524311859"
"64","2.531629101","192.168.1.10","192.168.1.30","TCP","74","34700  >  44818 [SYN] Seq=0 Win=42340 Len=0 MSS=1460 SACK_PERM=1 TSval=3348805263 TSecr=0 WS=512"
"65","2.531651604","192.168.1.30","192.168.1.10","TCP","74","44818  >  34700 [SYN, ACK] Seq=0 Ack=1 Win=43440 Len=0 MSS=1460 SACK_PERM=1 TSval=61703714 TSecr=3348805263 WS=512"
"66","2.531662028","192.168.1.10","192.168.1.30","TCP","66","34700  >  44818 [ACK] Seq=1 Ack=1 Win=42496 Len=0 TSval=3348805263 TSecr=61703714"
"67","2.558291389","192.168.1.10","192.168.1.30","ENIP","94","Register Session (Req), Session: 0x00000000"
"68","2.558310154","192.168.1.30","192.168.1.10","TCP","66","44818  >  34700 [ACK] Seq=1 Ack=29 Win=43520 Len=0 TSval=61703741 TSecr=3348805290"
"69","2.561063509","192.168.1.30","192.168.1.10","ENIP","94","Register Session (Rsp), Session: 0x10A8E8B0"
"70","2.561083858","192.168.1.10","192.168.1.30","TCP","66","34700  >  44818 [ACK] Seq=29 Ack=29 Win=42496 Len=0 TSval=3348805293 TSecr=61703744"
"71","2.562261889","192.168.1.10","192.168.1.30","CIP CM","134","Unconnected Send: 'LIT301:3' - Service (0x4c)"
"72","2.573311429","192.168.1.30","192.168.1.10","CIP","116","Success: 'LIT301:3' - Service (0x4c)"
"73","2.576689912","192.168.1.10","192.168.1.30","TCP","66","34700  >  44818 [FIN, ACK] Seq=97 Ack=79 Win=42496 Len=0 TSval=3348805308 TSecr=61703756"
"74","2.577212028","192.168.1.30","192.168.1.10","TCP","66","44818  >  34700 [FIN, ACK] Seq=79 Ack=98 Win=43520 Len=0 TSval=61703760 TSecr=3348805308"
"75","2.577233778","192.168.1.10","192.168.1.30","TCP","66","34700  >  44818 [ACK] Seq=98 Ack=80 Win=42496 Len=0 TSval=3348805309 TSecr=61703760"
"76","2.880842247","fe80::1c3d:71ff:fe5c:bbef","ff02::2","ICMPv6","70","Router Solicitation from 1e:3d:71:5c:bb:ef"
"77","2.880842663","fe80::21d:9cff:fec7:b070","ff02::2","ICMPv6","70","Router Solicitation from 00:1d:9c:c7:b0:70"
"78","3.386284692","192.168.1.10","192.168.1.20","TCP","74","40040  >  44818 [SYN] Seq=0 Win=42340 Len=0 MSS=1460 SACK_PERM=1 TSval=1449945451 TSecr=0 WS=512"
"79","3.386306179","192.168.1.20","192.168.1.10","TCP","74","44818  >  40040 [SYN, ACK] Seq=0 Ack=1 Win=43440 Len=0 MSS=1460 SACK_PERM=1 TSval=524312939 TSecr=1449945451 WS=512"
"80","3.386316477","192.168.1.10","192.168.1.20","TCP","66","40040  >  44818 [ACK] Seq=1 Ack=1 Win=42496 Len=0 TSval=1449945451 TSecr=524312939"
"81","3.412680083","192.168.1.10","192.168.1.20","ENIP","94","Register Session (Req), Session: 0x00000000"
"82","3.412698225","192.168.1.20","192.168.1.10","TCP","66","44818  >  40040 [ACK] Seq=1 Ack=29 Win=43520 Len=0 TSval=524312965 TSecr=1449945477"
"83","3.415816031","192.168.1.20","192.168.1.10","ENIP","94","Register Session (Rsp), Session: 0xE0C01FB9"
"84","3.415838470","192.168.1.10","192.168.1.20","TCP","66","40040  >  44818 [ACK] Seq=29 Ack=29 Win=42496 Len=0 TSval=1449945481 TSecr=524312969"
"85","3.417069750","192.168.1.10","192.168.1.20","CIP CM","134","Unconnected Send: 'FIT201:2' - Service (0x4c)"
"86","3.429982731","192.168.1.20","192.168.1.10","CIP","116","Success: 'FIT201:2' - Service (0x4c)"
"87","3.433813867","192.168.1.10","192.168.1.20","TCP","66","40040  >  44818 [FIN, ACK] Seq=97 Ack=79 Win=42496 Len=0 TSval=1449945499 TSecr=524312983"
"88","3.434277163","192.168.1.20","192.168.1.10","TCP","66","44818  >  40040 [FIN, ACK] Seq=79 Ack=98 Win=43520 Len=0 TSval=524312987 TSecr=1449945499"
"89","3.434298260","192.168.1.10","192.168.1.20","TCP","66","40040  >  44818 [ACK] Seq=98 Ack=80 Win=42496 Len=0 TSval=1449945499 TSecr=524312987"
"90","3.641729498","192.168.1.10","192.168.1.30","TCP","74","34704  >  44818 [SYN] Seq=0 Win=42340 Len=0 MSS=1460 SACK_PERM=1 TSval=3348806373 TSecr=0 WS=512"
"91","3.641756445","192.168.1.30","192.168.1.10","TCP","74","44818  >  34704 [SYN, ACK] Seq=0 Ack=1 Win=43440 Len=0 MSS=1460 SACK_PERM=1 TSval=61704825 TSecr=3348806373 WS=512"
"92","3.641766955","192.168.1.10","192.168.1.30","TCP","66","34704  >  44818 [ACK] Seq=1 Ack=1 Win=42496 Len=0 TSval=3348806374 TSecr=61704825"
"93","3.667789283","192.168.1.10","192.168.1.30","ENIP","94","Register Session (Req), Session: 0x00000000"
"94","3.667805807","192.168.1.30","192.168.1.10","TCP","66","44818  >  34704 [ACK] Seq=1 Ack=29 Win=43520 Len=0 TSval=61704851 TSecr=3348806400"
"95","3.670970845","192.168.1.30","192.168.1.10","ENIP","94","Register Session (Rsp), Session: 0x60AB3C38"
"96","3.670993820","192.168.1.10","192.168.1.30","TCP","66","34704  >  44818 [ACK] Seq=29 Ack=29 Win=42496 Len=0 TSval=3348806403 TSecr=61704854"
"97","3.672154909","192.168.1.10","192.168.1.30","CIP CM","134","Unconnected Send: 'LIT301:3' - Service (0x4c)"
"98","3.684854815","192.168.1.30","192.168.1.10","CIP","116","Success: 'LIT301:3' - Service (0x4c)"
"99","3.688013743","192.168.1.10","192.168.1.30","TCP","66","34704  >  44818 [FIN, ACK] Seq=97 Ack=79 Win=42496 Len=0 TSval=3348806420 TSecr=61704868"
"100","3.688424719","192.168.1.30","192.168.1.10","TCP","66","44818  >  34704 [FIN, ACK] Seq=79 Ack=98 Win=43520 Len=0 TSval=61704871 TSecr=3348806420"
